show_id,type,title,director,cast,country,date_added,release_year,metascore,score,imdb,rating,duration,listed_in,description
s66,TV Show,Numberblocks,,"Beth Chalmers, David Holt, Marcel McCalla, Teresa Gallagher",United Kingdom,"September 15, 2021",2021,N/A,13921,8.3,TV-Y,6 Seasons,Kids' TV,"In a place called Numberland, math adds up to tons of fun when a group of cheerful blocks work, play and sing together."
s67,TV Show,Raja Rasoi Aur Anya Kahaniyan,,,India,"September 15, 2021",2014,78,13921,8.3,TV-G,1 Season,"Docuseries, International TV Shows","Explore the history and flavors of regional Indian cuisine, from traditional Kashmiri feasts to the vegetarian dishes of Gujarat."
s68,TV Show,Saved by the Bell,,"Mark-Paul Gosselaar, Tiffani Thiessen, Mario Lopez, Lark Voorhies, Elizabeth Berkley, Dustin Diamond, Dennis Haskins",United States,"September 15, 2021",1994,93,13921,8.3,TV-PG,9 Seasons,"Kids' TV, TV Comedies","From middle school to college, best friends Zack, Kelly, Slater, Jessie, Screech and Lisa take on the highs and lows of life together in this hit series."
s69,Movie,Schumacher,"Hanns-Bruno Kammertöns, Vanessa Nöcker, Michael Wech",Michael Schumacher,,"September 15, 2021",2021,N/A,13921,8.3,TV-14,113 min,"Documentaries, International Movies, Sports Movies","Through exclusive interviews and archival footage, this documentary traces an intimate portrait of seven-time Formula 1 champion Michael Schumacher."
s70,TV Show,Stories by Rabindranath Tagore,,,India,"September 15, 2021",2015,89,13921,8.3,TV-PG,1 Season,"International TV Shows, TV Dramas",The writings of Nobel Prize winner Rabindranath Tagore come to life in this collection of tales set in early-20th-century Bengal.
s71,TV Show,Too Hot To Handle: Latino,,Itatí Cantoral,,"September 15, 2021",2021,N/A,13921,8.3,TV-MA,1 Season,"International TV Shows, Reality TV, Romantic TV Shows","On this reality show, singles from Latin America and Spain are challenged to give up sex. But here, abstinence comes with a silver lining: US$100,000."
s72,Movie,A StoryBots Space Adventure,David A. Vargas,"Evan Spiridellis, Erin Fitzgerald, Jeff Gill, Fred Tatasciore, Evan Michael Lee, Jared Isaacman, Sian Proctor, Chris Sembroski, Hayley Arceneaux",,"September 14, 2021",2021,93,13921,8.3,TV-Y,13 min,Children & Family Movies,Join the StoryBots and the space travelers of the historic Inspiration4 mission as they search for answers to kids' questions about space.
s73,TV Show,Jack Whitehall: Travels with My Father,,"Jack Whitehall, Michael Whitehall",United Kingdom,"September 14, 2021",2021,80,13921,8.3,TV-MA,5 Seasons,"British TV Shows, Docuseries, International TV Shows","Jovial comic Jack Whitehall invites his stuffy father, Michael, to travel with him through Southeast Asia in an attempt to strengthen their bond."
s74,Movie,King of Boys,Kemi Adetiba,"Sola Sobowale, Adesua Etomi, Remilekun ""Reminisce"" Safaru, Tobechukwu ""iLLbliss"" Ejiofor, Toni Tones, Paul Sambo, Jide Kosoko, Sharon Ooja",Nigeria,"September 14, 2021",2018,92,13921,8.3,TV-MA,182 min,"Dramas, International Movies","When a powerful businesswoman’s political ambitions are threatened by her underworld connections, the ensuing power struggle could cost her everything."
s75,TV Show,The World's Most Amazing Vacation Rentals,,,,"September 14, 2021",2021,86,13921,8.3,TV-PG,2 Seasons,Reality TV,"With an eye for every budget, three travelers visit vacation rentals around the globe and share their expert tips and tricks in this reality series."
s76,Movie,You vs. Wild: Out Cold,Ben Simms,"Bear Grylls, Jason Derek Prempeh",,"September 14, 2021",2021,76,13921,8.3,TV-G,106 min,Children & Family Movies,"After a plane crash leaves Bear with amnesia, he must make choices to save the missing pilot and survive in this high-stakes interactive adventure."
s77,TV Show,Yowamushi Pedal,,"Daiki Yamashita, Kohsuke Toriumi, Jun Fukushima, Hiroki Yasumoto, Showtaro Morikubo, Kentaro Ito, Daisuke Kishio, Yoshitsugu Matsuoka, Junichi Suwabe, Ayaka Suwa, Megumi Han, Tomoaki Maeno, Tsubasa Yonaga, Tetsuya Kakihara, Satoshi Hino, Hiroyuki Yoshino, Atsushi Abe, Koji Yusa, Kouki Miyata, Hiro Shimono, Wataru Hatano, Yuichi Nakamura, Kenji Nojima, Mamoru Miyano, Daisuke Ono, Yuma Uchida, Jun Fukuyama",Japan,"September 14, 2021",2013,83,13921,8.5,TV-14,1 Season,"Anime Series, International TV Shows","A timid, anime-loving teen gets drawn into a school cycling club, where his new friends help him face tough challenges to develop his racing talent."
s78,Movie,Little Singham - Black Shadow,Prakash Satam,"Sumriddhi Shukla, Jigna Bharadwaj, Sonal Kaushal, Neshma Chemburkar, Ganesh Divekar, Annamaya Verma, Anamay Verma, Manoj Pandey",,"September 11, 2021",2021,95,13921,8.3,TV-Y7,48 min,"Children & Family Movies, Comedies",Kid cop Little Singham loses all his superpowers while trying to stop the demon Kaal’s new evil plans! Can his inner strength help him defeat the enemy?
s79,Movie,Tughlaq Durbar,Delhiprasad Deenadayalan,"Vijay Sethupathi, Parthiban, Raashi Khanna",,"September 11, 2021",2020,69,,8.3,TV-14,145 min,"Comedies, Dramas, International Movies",A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.
s80,Movie,Tughlaq Durbar (Telugu),Delhiprasad Deenadayalan,"Vijay Sethupathi, Parthiban, Raashi Khanna",,"September 11, 2021",2021,55,64,8.3,TV-14,145 min,"Comedies, Dramas, International Movies",A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.
s81,Movie,Firedrake the Silver Dragon,Tomer Eshed,"Thomas Brodie-Sangster, Felicity Jones, Freddie Highmore, Patrick Stewart, Meera Syal, Sanjeev Bhaskar, Nonso Anozie",,"September 10, 2021",2021,N/A,64,8.3,TV-Y7,93 min,Children & Family Movies,"When his home is threatened by humans, a young dragon summons the courage to seek a mythical paradise where dragons can live in peace and fly free."
s82,Movie,Kate,Cedric Nicolas-Troyan,"Mary Elizabeth Winstead, Jun Kunimura, Woody Harrelson, Tadanobu Asano, Miyavi, Michiel Huisman, Miku Martineau",United States,"September 10, 2021",2021,N/A,63,8.3,R,106 min,Action & Adventure,"Slipped a fatal poison on her final job, a ruthless assassin working in Tokyo has less than 24 hours to find out who ordered the hit and exact revenge."
s83,TV Show,Lucifer,,"Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside, Lesley-Ann Brandt, Scarlett Estevez, Rachael Harris, Aimee Garcia, Tricia Helfer, Tom Welling, Jeremiah W. Birkett, Pej Vahdat, Michael Gladis",United States,"September 10, 2021",2021,93,66,8.3,TV-14,6 Seasons,"Crime TV Shows, TV Comedies, TV Dramas","Bored with being the Lord of Hell, the devil relocates to Los Angeles, where he opens a nightclub and forms a connection with a homicide detective."
s84,TV Show,Metal Shop Masters,,Jo Koy,,"September 10, 2021",2021,65,62,8.3,TV-MA,1 Season,Reality TV,"On this competition show, a group of metal artists torch, cut and weld epic, badass creations from hardened steel. Only one will win a $50,000 prize."
s85,Movie,Omo Ghetto: the Saga,"JJC Skillz, Funke Akindele","Funke Akindele, Ayo Makun, Chioma Chukwuka Akpotha, Yemi Eberechi Alade, Blossom Chukwujekwu, Deyemi Okanlawon, Alexx Ekubo, Zubby Michael, Tina Mba, Femi Jacobs",Nigeria,"September 10, 2021",2020,90,62,8.3,TV-MA,147 min,"Action & Adventure, Comedies, Dramas","Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them."
s86,TV Show,Pokémon Master Journeys: The Series,,"Ikue Otani, Sarah Natochenny, Zeno Robinson, Cherami Leigh, James Carter Cathcart, Michele Knotz, Rodger Parsons, Ray Chase, Casey Mongillo, Tara Sands",,"September 10, 2021",2021,70,58,8.3,TV-Y7,1 Season,"Anime Series, Kids' TV","As Ash battles his way through the World Coronation Series, Goh continues his quest to catch every Pokémon. Together, they're on a journey to adventure!"
s87,Movie,Prey,Thomas Sieben,"David Kross, Hanno Koffler, Maria Ehrich, Robert Finster, Yung Ngo, Klaus Steinbacher, Livia Matthes, Nellie Thalbach",,"September 10, 2021",2021,N/A,55,8.3,TV-MA,87 min,"International Movies, Thrillers",A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.
s88,TV Show,Titipo Titipo,,"Jeon Hae-ri, Kim Eun-ah, Hong Bum-ki, Nam Do-hyeong, Um Sang-hyun",,"September 10, 2021",2019,65,51,8.3,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows",Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.
s89,Movie,Blood Brothers: Malcolm X & Muhammad Ali,Marcus Clarke,"Malcolm X, Muhammad Ali",,"September 9, 2021",2021,N/A,47,8.3,PG-13,96 min,"Documentaries, Sports Movies","From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals."
s90,TV Show,Mighty Raju,,"Julie Tejwani, Sabina Malik, Jigna Bhardwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Rajesh Kava",,"September 9, 2021",2017,70,40,8.3,TV-Y7,4 Seasons,Kids' TV,"Born with superhuman abilities, young Raju wants to use his powers to make the world a better place — but that will mean facing plenty of challenges!"
s91,Movie,Paradise Hills,Alice Waddington,"Emma Roberts, Danielle Macdonald, Awkwafina, Eiza González, Milla Jovovich, Jeremy Irvine, Arnaud Valois, Daniel Horvath","Spain, United States","September 9, 2021",2019,88,34,8.3,TV-MA,95 min,"Sci-Fi & Fantasy, Thrillers","Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse."
s92,Movie,The Women and the Murderer,"Mona Achache, Patricia Tourancheau",,France,"September 9, 2021",2021,N/A,26,8.3,TV-14,92 min,"Documentaries, International Movies",This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.
s93,TV Show,Into the Night,,"Pauline Etienne, Laurent Capelluto, Stefano Cassetti, Mehmet Kurtuluş, Babetida Sadjo, Jan Bijvoet, Ksawery Szlenkier, Vincent Londez, Regina Bikkinina, Alba Gaïa Kraghede Bellugi, Nabil Mallat",Belgium,"September 8, 2021",2021,82,21,8.2,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries",Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.
s94,Movie,JJ+E,Alexis Almström,"Elsa Öhrn, Mustapha Aarab, Jonay Pineda Skallak, Magnus Krepper, Loreen, Albin Grenholm, Simon Mezher, Elsa Bergström Terent, Josef Kadim, Yohannes Frezgi",,"September 8, 2021",2021,N/A,15,8.3,TV-MA,91 min,"Dramas, International Movies, Romantic Movies","Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?"
s95,Movie,Show Dogs,Raja Gosnell,"Will Arnett, Ludacris, Natasha Lyonne, Stanley Tucci, Jordin Sparks, Gabriel Iglesias, Shaquille O'Neal, Omar Chaparro, Alan Cumming, Andy Beckwith, Delia Sheppard, Kerry Shale","United Kingdom, United States","September 8, 2021",2018,92,9,8.2,PG,90 min,"Children & Family Movies, Comedies",A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.
s96,TV Show,The Circle,,Michelle Buteau,"United States, United Kingdom","September 8, 2021",2021,N/A,4,8.2,TV-MA,3 Seasons,Reality TV,"Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000."
s97,Movie,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,Stephen Kijak,"Ronnie Van Zandt, Gary Rossington, Allen Collins, Leon Wilkeson, Bob Burns, Billy Powell, Ed King, Artimus Pyle, Steve Gaines, Johnny Van Zant",United States,"September 7, 2021",2018,76,0,8.2,TV-MA,97 min,"Documentaries, Music & Musicals","Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant."
s98,TV Show,Kid Cosmic,,"Jack Fisher, Tom Kenny, Amanda C. Miller, Kim Yarbrough, Keith Ferguson, Grey Griffin, Lily Rose Silver",United States,"September 7, 2021",2021,70,0,8.2,TV-Y7,2 Seasons,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy",A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined — and he can't do it alone.
s99,TV Show,Octonauts: Above & Beyond,,"Antonio Aakeel, Chipo Chung, Simon Foster, Teresa Gallagher, Simon Greenall, Kate Harbour, Paul Panting, Rob Rackstraw, William Vanderpuye, Helen Walsh, Keith Wickham, Andres Williams, Jo Wyatt",United Kingdom,"September 7, 2021",2021,N/A,0,8.2,TV-Y,1 Season,"British TV Shows, Kids' TV","The Octonauts expand their exploration beyond the sea — and onto land! With new rides and new friends, they'll protect any habitats and animals at risk."
s100,TV Show,On the Verge,,"Julie Delpy, Elisabeth Shue, Sarah Jones, Alexia Landeau, Mathieu Demy, Troy Garity, Timm Sharp, Giovanni Ribisi","France, United States","September 7, 2021",2021,86,0,8.2,TV-MA,1 Season,"TV Comedies, TV Dramas","Four women — a chef, a single mom, an heiress and a job seeker — dig into love and work, with a generous side of midlife crises, in pre-pandemic LA."
s101,TV Show,Tobot Galaxy Detectives,,"Austin Abell, Travis Turner, Cole Howard, Anna Cummer, Jesse Inocalla, Brian Dobson, Michael Adamthwaite, Joseph Girgis, Caitlyn Bairstow",,"September 7, 2021",2019,88,0,8.2,TV-Y7,2 Seasons,Kids' TV,"An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil."
s102,Movie,Untold: Breaking Point,"Chapman Way, Maclain Way",,United States,"September 7, 2021",2021,N/A,0,8.2,TV-MA,80 min,"Documentaries, Sports Movies","Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court."
s103,TV Show,Countdown: Inspiration4 Mission to Space,Jason Hehir,,,"September 6, 2021",2021,N/A,12,8.2,TV-14,1 Season,"Docuseries, Science & Nature TV","From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission."
s104,Movie,Shadow Parties,Yemi Amodu,"Jide Kosoko, Omotola Jalade-Ekeinde, Yemi Blaq, Sola Sobowale, Ken Erics, Toyin Aimakhu, Segun Arinze, Jibola Dabo, Rotimi Salami, Pa Jimi Solanke, Rachael Okonkwo, Bassey Okon, Lucien Morgan, Magdalena Korpas",,"September 6, 2021",2020,94,24,8.2,TV-MA,117 min,"Dramas, International Movies, Thrillers",A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.
s105,TV Show,Tayo the Little Bus,,"Robyn Slade, Kami Desilets",South Korea,"September 6, 2021",2016,N/A,35,8.2,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows","As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day."
s106,Movie,Angamaly Diaries,Lijo Jose Pellissery,"Antony Varghese, Reshma Rajan, Binny Rinky Benjamin, Vineeth Vishwam, Kichu Tellus, Sreekanth Dasan, Sarath Kumar, Tito Wilson, Anandhu, Bitto Davis, Sinoj Varghese",India,"September 5, 2021",2017,86,47,8.2,TV-14,128 min,"Action & Adventure, Comedies, Dramas","After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law."
s107,TV Show,Bunk'd,,"Peyton List, Karan Brar, Skai Jackson, Miranda May, Kevin G. Quinn, Nathan Arenas, Nina Lu",United States,"September 5, 2021",2021,93,59,8.2,TV-G,5 Seasons,"Kids' TV, TV Comedies","The Ross siblings of Disney's hit series ""Jessie"" spend a summer full of fun and adventure at Maine's Camp Kikiwaka, where their parents first met."
s108,Movie,A Champion Heart,David de Vos,"Mandy Grace, David de Vos, Donna Rusch, Devan Key, Isabella Mancuso, Ariana Guido",United States,"September 4, 2021",2018,77,71,8.3,G,90 min,"Children & Family Movies, Dramas","When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected."
s109,TV Show,Dive Club,,"Aubri Ibrag, Sana'a Shaik, Miah Madden, Mercy Cornwall, Georgia-May Davis, Ryan Harrison, Josh Heuston, Alexander Grant",Australia,"September 3, 2021",2021,89,82,8.2,TV-G,1 Season,"Kids' TV, TV Dramas, Teen TV Shows","On the shores of Cape Mercy, a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing."
